Max,Mean,Min,StandardDev,AvgDev
803.637329,764.669891,723.995178,21.469067,18.954192
817.583008,766.156138,716.336487,32.411338,28.981237
818.739258,771.993646,720.024292,31.060653,27.964821
827.7276,770.549,714.611755,36.870122,33.375168
817.472351,768.335029,720.386719,21.154821,16.488635
824.884216,764.841677,705.363037,27.534333,22.287574
810.594849,765.647628,722.57666,25.991522,22.845758
806.933105,767.257228,727.056396,25.179153,22.339026
813.95636,762.739566,710.752441,30.505871,27.2912
809.353455,760.777154,711.945251,31.461655,28.03723
814.92395,764.525443,716.180115,32.341574,28.957371
826.790161,769.219643,703.810364,36.478314,32.364211
814.31073,766.776039,716.564026,31.991809,28.789241
812.651245,768.73664,721.135193,27.798832,24.733125
823.756042,768.69342,718.982605,32.897654,29.648516
818.872986,766.908912,705.793884,36.868334,33.068079
823.058899,767.057832,717.020203,33.130593,29.587038
819.251465,765.134419,708.818726,26.413779,21.894693
786.806824,767.028736,745.193237,11.842754,10.39138
792.234192,765.546461,741.429016,11.02809,9.430606
792.410217,766.907949,743.210632,14.36689,12.928089
785.436157,763.165335,742.769836,12.721323,11.087606
789.455505,761.730788,736.778137,14.458353,12.617192
793.398987,765.083449,739.89325,15.516094,13.683026
788.998108,764.617272,741.569946,12.103074,10.756925
782.545227,764.342256,746.335693,10.729642,9.132908
787.835022,761.054717,736.59082,12.66374,10.770832
781.600281,762.439088,737.848206,10.673324,9.181036
778.915894,761.233797,747.717834,8.372355,7.14182
784.684631,762.522087,733.967957,11.470238,9.864606
786.338379,761.459426,745.542786,9.732044,8.388086
777.355103,763.696562,744.059814,6.975978,5.624912
783.561768,761.294373,745.249634,9.264311,7.842271
779.073181,757.926108,738.058289,11.092082,9.925785
778.879944,759.055115,741.286743,10.815719,9.536709
779.877563,760.070377,735.458374,12.139526,10.676599
783.373474,759.352404,741.838928,11.635557,10.393867
780.634338,761.103314,744.175354,10.31691,9.03992
774.182129,758.65456,737.417786,8.043545,6.66949
772.768372,756.49337,741.893494,6.718665,5.542045
775.228333,758.825899,747.545288,6.709339,5.634036
773.807495,759.469548,742.407593,8.571057,7.538863
791.917297,760.60563,734.407898,12.928989,10.55156
804.123108,759.886438,721.305054,23.352842,20.950614
807.339478,760.385263,716.769165,27.521063,24.495066
797.578186,757.845612,721.978516,23.571622,20.981091
796.042114,759.81559,725.559082,22.195556,20.182076
796.146362,761.196166,725.034485,21.472617,19.510261
799.678711,763.33294,725.034485,21.63143,19.174911
794.876099,763.488466,728.385193,20.170839,18.145159
798.463501,763.391154,726.81427,22.045314,19.474623
795.985535,763.091795,731.499146,20.47124,18.20039
799.723083,764.572014,731.021912,21.538247,19.351933
805.563782,763.856769,722.377319,23.10771,20.102292
805.563782,764.841393,724.748901,23.969852,21.514764
787.440186,762.156352,732.70459,14.71433,12.758655
785.722595,764.224908,738.856567,12.35083,10.623193
790.00824,765.971803,739.255676,14.464591,12.957732
790.799622,766.231745,738.689392,15.543578,13.658265
792.380615,768.192697,742.549683,14.730797,12.943493
794.951599,767.323669,737.716064,17.437134,15.47579
799.963745,767.276489,738.474792,17.904452,15.950582
797.875916,768.632637,727.676453,19.744349,17.755293
811.895325,769.728706,732.182373,23.467343,21.081246
810.34375,769.643269,730.930908,25.155802,22.492081
808.41449,769.363964,728.10437,25.092708,22.705507
814.39856,767.332083,725.327515,24.416327,21.960001
817.694336,764.886926,722.968201,28.501355,25.658765
806.142029,765.256066,721.494263,21.561064,18.744619
801.627075,768.551476,743.468872,15.182498,13.395603
792.243652,769.334941,742.34021,14.080415,12.20486
793.85199,770.756179,750.523132,12.353001,10.874794
792.067566,766.530458,740.520081,14.026405,12.161132
790.329041,767.387466,738.556702,14.512629,13.198888
792.991821,768.13022,744.152527,14.643805,12.939499
796.976807,768.027842,739.384888,16.854177,14.862222
790.24176,765.441722,737.903137,15.627326,13.746581
795.337036,768.482188,746.201721,13.875406,12.115007
794.694275,769.291214,745.148315,14.708574,13.265947
791.13147,768.426505,743.543518,14.451641,12.90341
791.779663,765.19078,738.589844,13.906131,11.866837
783.114929,762.825618,744.710693,8.505672,6.974023
781.896423,764.378175,743.39624,10.208932,8.838329
784.84967,764.945491,745.989258,11.32548,10.140489
782.90741,764.721153,744.351379,10.271531,8.88664
786.274109,766.053484,734.123291,11.413852,9.592719
791.543457,766.469616,746.450928,11.794377,10.237714
785.170654,766.001621,741.016846,11.146601,9.604251
786.753479,764.92739,740.314148,12.188851,10.455684
787.590637,768.299963,745.904175,9.285657,7.968839
786.054077,763.616794,739.895935,12.027948,10.658322
795.404907,766.19326,740.355347,15.419931,13.561743
794.321716,766.457634,740.867737,15.918197,13.860088
804.839111,768.726177,737.043396,17.516298,15.456983
802.422607,767.248175,725.914612,19.419366,16.846152
805.780396,763.700649,722.482544,25.34761,22.711206
807.94928,765.133937,726.463379,24.116626,21.640138
805.746216,768.561043,733.728821,22.254745,19.816025
818.697754,768.638239,715.259399,29.886908,26.574457
827.370544,771.903987,722.850586,32.319621,29.138712
823.012756,769.180688,719.136292,33.849015,30.031379
815.61145,766.420617,722.542725,28.023412,24.899908
814.167053,766.456889,720.971558,28.678753,25.756123
818.77594,766.11516,717.379944,33.525042,29.927292
819.700562,764.689486,708.184998,34.963593,31.245272
816.44165,765.98606,712.916565,33.411153,29.847122
810.52887,765.128744,716.701477,27.449507,24.216329
828.059753,768.466276,712.219788,28.882802,24.475627
800.231812,765.372767,735.905579,16.774714,14.469598
786.248047,762.8426,739.17926,13.421286,11.69022
788.229004,762.470902,733.437134,15.870608,13.844207
785.906494,763.772079,738.689392,13.957816,12.481585
788.229004,765.575836,741.941345,13.542499,12.098333
791.046143,764.898497,736.924011,16.961811,14.90876
792.681519,762.48359,731.821045,16.846325,14.997745
795.535034,760.974249,731.84491,18.805922,16.566071
793.940186,761.832531,729.327087,19.250065,16.987449
789.287048,763.227451,737.004761,16.947512,15.211041
794.996216,766.910107,732.038269,16.832624,14.717858
789.072266,767.574235,750.705017,10.45883,8.978542
774.770935,766.214087,756.259888,3.822286,2.994253
776.81012,763.924994,752.198792,4.020303,3.206306
773.99353,763.774368,753.438782,4.788666,3.972655
777.890747,766.78226,757.217957,4.17444,3.402335
776.534607,764.716599,755.949097,4.648957,3.561133
772.365845,763.313839,749.657227,4.408337,3.536196
788.938538,762.026193,746.692688,7.630693,5.984082
782.054321,762.836977,736.078125,10.707589,9.139188
801.044922,761.662183,718.627136,24.670394,21.733438
801.873413,763.767352,715.961609,26.399583,23.504634
811.466553,762.960529,723.642151,25.263162,22.475143
809.116211,765.99887,721.174744,23.607593,20.856579
794.875488,762.360809,728.766785,18.068756,16.26876
787.940369,763.584524,739.070374,15.682859,14.231306
794.509277,766.147096,737.474731,17.30742,15.709172
789.905029,763.590703,737.261169,15.942462,14.113289
791.215515,764.198037,741.59491,13.306513,11.903549
791.947571,761.138814,737.214355,14.643758,12.71764
787.838806,761.664415,736.630859,14.472143,12.826965
793.668701,766.597153,734.97821,14.214632,12.086869
796.202881,765.630045,734.839417,18.267828,16.258679
797.775635,765.71991,730.934998,20.092533,17.943214
789.312378,765.600989,740.098633,11.294037,9.356968
779.66272,767.166573,755.929871,5.489647,4.516645
775.695801,764.087259,752.670593,5.81609,4.749006
775.93103,762.987606,750.079346,6.959203,5.923346
778.704041,764.608632,751.064575,6.36317,5.4815
