Max,Mean,Min,StandardDev,AvgDev
941.43457,643.634756,515.633606,134.442967,113.486366
982.593018,735.608479,483.601074,186.216733,172.311605
931.251282,645.089545,496.911469,144.32322,129.765693
1042.983276,760.437141,492.757538,207.42841,193.776636
1029.283691,765.303358,533.248535,196.663191,185.805669
1023.819336,726.375376,532.817017,175.921593,159.213651
975.523438,747.819535,552.529663,154.350669,143.869418
994.623047,755.955487,545.964294,164.808674,153.433778
977.722351,709.106203,543.713135,156.528269,142.482509
935.872864,659.19223,540.549744,116.301004,100.381086
942.149658,702.885487,563.467834,107.541584,88.132407
1016.303101,728.947406,556.935364,139.786407,122.811425
981.393921,719.138747,544.023926,153.099049,141.762745
961.235657,709.559107,547.150818,122.929196,103.116662
1020.941711,747.730099,544.145203,144.144693,127.995262
1034.345215,707.636778,538.596313,169.977627,152.308072
905.641785,640.979045,535.31488,109.7595,93.026966
783.735291,652.617929,526.720032,86.641089,81.830246
906.946533,616.188563,525.975281,106.930153,74.692398
1006.435791,678.235518,554.751282,141.665799,115.110519
728.709106,600.03518,529.751831,58.735104,50.1841
996.237427,727.714591,541.410217,157.999423,144.535036
967.754639,714.434561,537.596497,155.982653,141.742542
897.543335,676.874821,559.178833,98.517254,82.713834
866.691406,669.659569,562.120117,69.380384,61.54906
784.544434,672.997043,559.957153,71.669546,63.5824
788.832703,648.174733,543.198853,67.603464,58.304876
937.933899,691.042773,539.103882,107.141401,85.704668
810.54425,684.829396,560.829773,66.565168,58.404725
851.509827,685.899333,573.551208,83.168992,72.491773
864.21875,714.273417,581.055908,79.14078,67.551165
832.108765,701.903143,580.510986,68.939763,59.137271
876.205444,708.211229,570.004395,101.399778,91.305839
981.754578,713.980464,553.161804,130.525491,112.449494
955.318787,711.234094,549.633484,123.993332,109.016811
869.706848,657.741078,535.942139,96.238166,80.960988
1023.314697,748.438432,536.029846,176.233812,164.477707
969.591125,701.280919,533.585999,131.137711,110.942647
1024.501343,752.473137,535.104675,176.558965,163.489891
996.381958,734.273141,533.113525,165.097934,150.498392
1012.405579,745.570697,528.017029,172.345279,158.641936
941.678284,702.907395,536.84729,138.01481,122.799458
992.796082,714.340454,531.531738,150.289042,134.691658
1064.207642,803.668796,567.260986,174.249322,160.023353
1099.466187,743.595947,567.764893,172.00191,146.603205
1091.817261,823.438765,558.685974,197.369121,182.678507
1075.811768,757.069145,567.557068,179.20559,163.140359
1037.314819,762.701423,553.075928,166.515725,153.777195
1006.776062,769.792273,557.504272,165.392925,151.670691
1079.960693,819.135205,568.434692,159.621812,139.770384
1035.477661,807.264424,561.061523,174.427158,158.833935
1031.832397,729.416395,569.649902,162.601824,145.659136
1003.960632,771.88022,578.911072,150.877796,138.710916
1031.237549,777.97484,552.66626,169.722335,154.566777
1046.949829,732.195264,544.612732,177.627179,160.522613
1065.097656,752.066892,547.763611,195.979285,180.197065
1087.338501,813.099779,558.92218,188.388869,173.144321
1073.929688,780.387951,538.031616,195.375237,180.990756
1121.930908,782.125349,528.897888,217.72532,197.982736
1131.348267,777.351361,539.952759,210.94957,193.213698
936.664856,706.91964,558.928467,127.089412,115.152195
866.060608,687.261961,558.910522,94.041464,81.036721
793.394592,659.142904,549.557983,63.372775,54.664926
893.15509,705.463516,555.615845,104.010982,87.640901
850.398743,687.531142,554.599854,102.935656,91.945048
982.440857,827.196042,575.093933,142.361133,125.901502
1032.866943,743.73851,538.729065,190.544374,176.696486
1033.723877,720.120103,536.59668,185.530043,170.525439
989.752991,659.552086,526.384827,154.794648,131.851735
939.241211,661.316093,523.210266,138.418573,122.359492
881.844116,688.852166,529.015137,119.859931,106.970794
908.471802,658.550223,553.542236,95.712838,72.608991
930.623962,698.841336,525.096191,146.077391,133.868449
921.471619,659.755456,533.768677,134.809305,120.564729
974.199158,730.229339,524.596985,164.409965,151.735353
971.431946,715.785891,546.124512,157.718381,145.453868
