Max,Mean,Min,StandardDev,AvgDev
950.141541,765.252135,583.162048,119.856606,107.753261
950.246277,761.746785,572.945007,120.794903,108.800916
958.714233,764.720843,587.006836,118.962903,106.525842
948.604736,765.677414,583.052307,121.616495,109.831757
955.132446,767.641554,582.973389,120.534263,107.59326
951.494629,767.167339,591.267273,121.066295,109.449456
950.963196,766.33584,588.351074,119.539369,107.320552
953.629883,765.009638,583.631714,120.12137,107.548796
946.569092,762.055986,586.701782,119.587724,106.953828
951.54718,764.020134,587.307434,119.739364,107.874552
944.748657,765.842037,581.365662,121.42197,109.901937
948.522034,765.461627,580.016357,118.992704,106.838473
957.159363,768.586934,588.478577,121.317513,108.417622
949.720459,768.545087,589.509094,119.986882,107.179404
951.546631,768.171505,587.252075,119.883177,107.604255
954.191284,768.18667,587.80011,120.62371,108.674387
953.58429,767.666803,584.829041,118.979168,107.217016
950.286255,764.93843,590.354126,120.918434,109.444107
946.019531,763.791295,589.895752,119.61656,107.30006
950.116333,764.989423,586.520264,119.334902,107.06398
952.827881,763.548413,584.131836,121.791947,109.917417
949.876831,762.093427,584.340637,119.095337,106.227895
941.093506,761.709311,583.180054,119.480466,106.424147
950.185791,761.914765,579.835327,121.290167,109.263363
956.484192,761.687597,570.796814,119.08216,105.981553
952.208496,762.682549,583.92981,120.585334,108.361899
953.197754,759.582768,584.404846,119.655901,106.82165
941.327759,760.451719,583.18866,120.690097,108.590161
950.116333,764.966283,586.100647,120.524628,109.343894
948.233093,764.26827,588.809814,119.855669,107.557108
947.485596,762.827417,586.503174,120.859583,108.496998
946.609192,765.166637,584.395386,120.931005,108.36418
950.005249,765.468813,588.425842,118.497619,106.676533
953.746826,766.806977,584.51178,122.083073,110.291097
959.361267,768.294799,590.751221,120.466669,107.257232
949.855225,767.895737,584.794861,120.323521,107.007062
949.166992,765.823359,584.18573,120.408967,108.790775
949.594666,763.50306,580.864014,119.179016,105.985965
944.151489,767.146331,588.290771,120.811715,108.59805
959.452454,766.846469,584.196899,119.774381,107.902792
959.452454,770.352464,588.457275,120.8813,108.266786
949.126953,770.009648,591.015198,121.262713,109.011249
958.493103,768.583128,592.720032,120.209453,108.320725
962.40741,768.646766,581.857361,121.769368,109.498929
952.750732,769.355507,594.640198,119.130978,106.441742
954.166626,767.188402,579.287476,121.371751,108.463252
957.016724,765.999437,585.86261,119.521194,107.081487
948.565735,765.595692,585.980347,119.08574,106.207063
955.276428,765.970926,590.095764,122.390323,110.465761
